Subject,Author,Publisher,Title,Main_Price,Wafilife_Price
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,"বরিশাল মহানগরী পুলিশ অধ্যাদেশ, ২০০৬ (সর্বশেষ সংশোধনীসহ)",১০০৳,৫৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,রাজশাহী মহানগরী পুলিশ অধ্যাদেশ,১০০৳,৫৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,খুলনা মহানগর পুলিশ অধ্যাদেশ,১০০৳,৫৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,ভূমি জরিপ পদ্ধতি ও টেকনিক্যাল রুলস,৪৫০৳,২৯৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Penal Code,৪০০৳,২২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Code of Criminal Procedure,৫০০৳,২৭৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Evidence Act,২০০৳,১১০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Code of Crimial Procedure,৫০০৳,২৭৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,জমা-জমি রক্ষণাবেক্ষণ পদ্ধতি,১৫০৳,৮৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Electricity Act 1910,১৩০৳,৭১৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,মাদকদ্রব্য নিয়ন্ত্রণ আইন,৪৫০৳,২৪৭৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,দলিল ও চুক্তিপত্র লিখন পদ্ধতি এবং আইন,৩৫০৳,২৯১৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,জমিজমার আইন ও হিসাব-নিকাশ,৩৫০৳,২৭৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,হোয়াট নেক্সট ইন দ্য ল,৭০০৳,৫৬০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,স্মার্ট (অনলাইন) ভূমিসেবা ও ডিজিটাল ভূমি জরিপ,৪৮০৳,৩৫০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,কর্মক্ষেত্রে দুর্ঘটনাজনিত জখম পেশাগত ব্যাধি ও মৃত্যুজনিত ক্ষতিপূরণ,৫৫০৳,৪৭৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,মানবাধিকার ও দন্ডবিধি,১২০৳,৯৬৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,দেওয়ানি মোকদ্দমায় দরখাস্ত লেখার কৌশল,৮৫০৳,৫৫৯৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,জমিজমার আইন ও মামলা মোকদ্দমা,৩৫০৳,২৪২৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,"বাংলাদেশের সংবিধানের বিকাশ, বৈশিষ্ট্য ও বিচ্যুতি",১৫০৳,১২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সবার জন্য আইন,৩০০৳,২৪০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,অগ্রক্রয় আইনের বিধান,৭০০৳,৩৫৯৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,অ্যাডভোকেটশিপ প্রিলি: লিগ্যাম প্রশ্নব্যাংক,৮০০৳,৫২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,অপরাধ সূত্রের সন্ধানে,১০০৳,৮৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,বাংলাদেশের আইনে শিশু প্রসঙ্গ,২০০৳,১১০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,মার্কেন্টাইল ল’,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সাক্ষ্য ও রেজিষ্ট্রেশন আইন,২০০৳,১২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,দেওয়ানী আদালতে মামলা পরিচালনা,৫৫০৳,৩৩০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,পারিবারিক আদালত আইন,৫০০৳,৩০০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,"সাক্ষ্য, তামাদি ও সুনির্দিষ্ট প্রতিকার আইন -৪",২৮০৳,১৬৮৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Contract Act,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,মার্কেন্টাইল ল’,২০০৳,১৩০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,ইসলামিক আইনবিজ্ঞান ও মুসলিম আইন -প্রিলিমিনারীঃ ১ম বর্ষ,১৭৫৳,১১৪৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,ভূমিস্বত্ব আইন,২০০৳,১২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,শ্রম ও শিল্প আইন,২৫০৳,১৫০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,পুলিশ শব্দকোষ,"২,৫০০৳","১,৫০০৳"
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সরকারী পাওনা আদায় আইন,৩১০৳,১৮৬৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সাংবিধানিক আইন,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,চুক্তিআইন,১৫০৳,৯০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,দেওয়ানী কার্যবিধি ও তামাদি আইন,২৩০৳,১৫০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সংবাদ বিষয়ক আইন,৫০০৳,৩২৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,পণ্য বিক্রয় আইনের ভাষ্য,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Hand Book Of Women's Law,৬০০৳,৩৬০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,কপিরাইট আইন ও বিধিমালা,১৭০৳,১১১৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সাক্ষ্য ও রেজিস্ট্রেশন আইন,৩৬০৳,২৩৪৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,আইন-শৃঙ্খলা বিঘ্নকারী অপরাধ আইন,১৫০৳,৯০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,জিম্মা আইন -প্রিলিমিনারীঃ ১ম বর্ষ,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,আইনবিজ্ঞান ও রোমান আইন -প্রিলিমিনারীঃ ১ম বর্ষ,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,খুনের মামলায় উচ্চ আদালতের সিদ্ধান্তসমূহ,৫৫০৳,৩৩০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,সাংবিধানিক আইন - প্রিলিমিনারীঃ ১ম বর্ষ,২৫০৳,১৫০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,ঢাকা মেট্রোপলিটন পুলিশ অধ্যাদেশ-বিধিমালা ও সরকারী নির্দেশনা,৫০০৳,২৭৫৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Foreign Exchange Regulation Act,১১০৳,৬৬৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,বাংলাদেশ শ্রম ও শিল্প আইন,"১,৬০০৳","১,০৪০৳"
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,জবানবন্দী ও জেরার নিয়ম-কানুন,৩৫০৳,২২৮৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,ঢাকা মহানগরী পুলিশ অধ্যাদেশ,১৫০৳,৯০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,পাবলিক প্রকিউরমেন্ট আইন ও বিধিমালা,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,রাজস্ব আইন -প্রিলিমিনারীঃ ১ম বর্ষ,২৫০৳,১৬৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,আন্তর্জাতিক আইন,৩৬০৳,২৩৪৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,খুনের মামলা পরিচালনার নিয়ম-কানুন,৪০০৳,২৪০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,দন্ডবিধি ও ফৌজদারী কার্যবিধি,২০০৳,১২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,"ইক্যুইটি, ট্রাস্ট ও হিন্দু আইন- প্রিলিমিনারীঃ ১ম বর্ষ",২৮০৳,১৬৮৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,রেজিস্ট্রেশন আইন ও কার্যপদ্ধতি,৫০০৳,৩০০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,ফৌজদারী কার্যবিধি,৩৫০৳,১৯৩৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,বাংলাদেশের কপিরাইট আইন,৪০০৳,২৬০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,"সম্পত্তি হস্তান্তর, সুনির্দিষ্ট প্রতিকার ও সরকারী পাওনা আদায় আইন",১৫০৳,৯০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,শ্রম ও শিল্প আইন -প্রিলিমিনারীঃ ১ম বর্ষ,৩০০৳,১৮০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,The Special Power Act,৪০০৳,২৪০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,উপজেলা পরিষদ অধ্যাদেশ ও বিধিমালা,২৫০৳,১৫০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,আরজি-জবাবের আইন ও মডেল,৪০০৳,২৬০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,চুক্তি আইন ও টর্ট আইন,২৮০৳,১৬৮৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,আন্তজার্তিক আইন,২০০৳,১২০৳
আইন ও বিচার,Not Listed on Grid,Not Listed on Grid,আইনবিজ্ঞান -প্রিলিমিনারীঃ ১ম বর্ষ,৩০০৳,১৮০৳
